,StartDate,BatchNumber,CustItem,Dryer,Flow,Hygroscopicity,Bulk Density,Moisture,ScheduledDryQty,ActualDryQty,YieldPercentage,DryingTime_Hrs,CleanTime_Hrs,DownTime_Hrs,TotalRunTime_Hrs,ProdLine,Rate
33,2016-01-08 11:18:50.970,NJSD313856,10412-0000,Dryer 01,Good,Medium,,5 % Max.,1033.201,978.0,94.7,3.7,7.3,0.0,11.1,Flavors,264.3243243243243
34,2016-01-08 13:21:03.227,PASD314624,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,6329.9985,4407.9999,69.6,53.7,0.6,5.5,59.8,Nutraceutical,82.0856592178771
35,2016-01-08 14:45:37.923,PASD314413,10091-0000,Dryer 06,Poor,Medium,Tapped 0.5 - 0.7,5% Max,6453.0,4407.9999,68.3,51.9,0.0,4.2,56.1,Nutraceutical,84.93256069364162
36,2016-01-08 22:29:34.303,NJSD314135,40721-0000,Dryer 01,Good,Medium,,5% Max,1771.1995,1688.0,95.3,4.0,6.2,0.0,10.2,Flavors,422.0
37,2016-01-09 00:48:09.737,PASD313470,13545-0000,Dryer 08,Good,Medium,,5% Max,10116.092,9199.0,90.9,17.8,9.2,3.6,30.6,Vitamin,516.7977528089888
38,2016-01-09 09:49:48.353,NJSD313248,15233-0000,Dryer 01,Good,Medium,,5% Max,1041.0205,857.3,82.4,3.6,6.3,0.5,10.5,Flavors,238.13888888888886
39,2016-01-09 20:31:13.360,NJSD314004,23509-0000,Dryer 01,Good,Medium,,5% Max,1112.7403,1006.8,90.5,4.2,4.3,0.9,9.4,Flavors,239.7142857142857
40,2016-01-10 06:41:04.257,NJSD314127,10100-0000,Dryer 01,Good,Medium,,5% Max.,12245.31,11700.0,95.5,28.4,6.2,4.1,38.7,Flavors,411.9718309859155
41,2016-01-10 11:33:19.063,PASD313566,10553-0000,Dryer 08,Good,Medium,,5% Max,4210.0713,3800.0,90.3,11.3,20.5,0.0,31.8,Food Additive,336.2831858407079
42,2016-01-10 23:16:35.737,PASD314690,10091-0000,Dryer 06,Poor,Medium,Tapped 0.5 - 0.7,5% Max,3197.4137,4407.9999,137.9,57.3,0.1,6.4,63.8,Nutraceutical,76.92844502617801
43,2016-01-11 01:25:00.347,PASD314692,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4507.9992,4407.9999,97.8,53.8,0.0,8.3,62.0,Nutraceutical,81.93308364312267
44,2016-01-11 10:52:25.927,NJSD310875,10675-0000,Dryer 04,Good,Medium,0.47 to 0.55 g/cc,1.7% Max,9135.3262,9219.0996,100.9,87.0,8.4,8.0,103.4,Fragrance,105.96666206896552
45,2016-01-11 21:47:27.387,PASD313107,40265-0000,Dryer 08,Good,Medium,LOOSE 0.30 - 0.60gms/cc,2% Max,12695.6271,11185.2997,88.1,30.9,9.5,26.0,66.4,Vitamin,361.98380906148867
46,2016-01-11 22:11:48.607,NJSD314756,10200-0000,Dryer 01,Good,Medium,,5% MAX,1052.7822,936.5,89.0,3.5,4.9,1.4,9.7,Vitamin,267.57142857142856
47,2016-01-11 23:33:09.087,NJSD312995,10701-0000,Dryer 02,Good,Medium,Loose (See Instructions),5% Max.,40010.2025,37800.0,94.5,47.4,5.5,6.6,59.5,Flavors,797.4683544303798
48,2016-01-12 08:57:22.340,NJSD314108,15342-0000,Dryer 01,Good,Medium,,5% Max.,6986.535,6598.0,94.4,15.8,5.5,2.2,23.5,Flavors,417.59493670886076
49,2016-01-12 10:31:31.750,PASD313916,40423-0000,Dryer 09,Good,Medium,,5% Max,656.0927,585.4,89.2,44.8,7.5,0.0,52.3,Flavors,13.066964285714286
50,2016-01-12 14:44:29.480,PASD313843,40145-0000,Dryer 08,Good,Medium,Target 50g (33g - 68g) per 100 mL,"4.5% Target, 5% Max",1515.4107,1142.5,75.4,9.3,14.1,0.9,24.3,Flavors,122.84946236559139
51,2016-01-13 04:59:40.637,NJSD313891,23484-0000,Dryer 03,Poor,High,,5% Max,11900.1204,8950.0,75.2,42.7,8.2,12.7,63.6,Flavors,209.60187353629976
52,2016-01-13 09:20:08.513,NJSD314773,22930-0000,Dryer 01,Good,Medium,,5% Max,1084.936,982.6,90.6,2.1,2.4,0.4,4.8,Flavors,467.90476190476187
53,2016-01-13 14:48:03.147,NJSD314793,14497-0000,Dryer 01,Good,Medium,,5% Max.,462.4744,400.0,86.5,1.3,4.6,0.2,6.2,Flavors,307.6923076923077
54,2016-01-13 15:08:00.797,PASD314699,10091-0000,Dryer 06,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4665.0,4407.9999,94.5,41.8,0.8,4.1,46.6,Nutraceutical,105.45454306220095
55,2016-01-13 15:31:35.563,PASD314697,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4845.0,4407.9999,91.0,46.6,0.6,4.7,51.9,Nutraceutical,94.59227253218883
56,2016-01-13 21:40:47.133,NJSD314803,23024-0000,Dryer 01,Good,Medium,,5% Max,491.9958,420.0,85.4,1.8,4.8,2.0,8.5,Flavors,233.33333333333331
57,2016-01-14 06:57:12.290,NJSD314472,40774-0000,Dryer 01,Good,Medium,,5% Max,2490.292,2217.2,89.0,5.7,4.4,0.3,10.4,Flavors,388.98245614035085
58,2016-01-14 17:56:36.083,NJSD314597,14159-0000,Dryer 01,Good,Medium,,5% Max.,2255.4801,2200.0,97.5,5.5,4.6,0.4,10.5,Flavors,400.0
59,2016-01-14 18:31:37.123,PASD314208,10402-0000,Dryer 09,Good,Medium,,5% Max,323.4086,289.4,89.5,18.2,5.1,0.0,23.3,Flavors,15.9010989010989
60,2016-01-14 18:45:50.200,NJSD313112,40667-0000,Dryer 02,Good,Medium,,5% MAX,1764.0034,1731.0,98.1,2.4,5.3,1.2,8.8,Flavors,721.25
61,2016-01-15 05:14:31.680,NJSD314618,22728-0000,Dryer 02,Good,Medium,,5% Max,868.7324,819.7,94.4,1.9,5.2,1.1,8.2,Flavors,431.421052631579
62,2016-01-15 05:47:10.687,NJSD314319,23826-0000,Dryer 01,Good,Medium,,5% Max,847.7826,756.6,89.2,2.6,7.5,0.0,10.1,Flavors,291.0
63,2016-01-15 13:46:13.017,PASD314494,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,2940.0,4407.9999,149.9,43.9,0.0,11.6,55.5,Nutraceutical,100.41002050113894
64,2016-01-15 13:48:51.840,PASD314483,10091-0000,Dryer 06,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4820.0,4407.9999,91.5,50.7,0.4,7.6,58.7,Nutraceutical,86.94279881656804
65,2016-01-15 14:25:56.857,NJSD313109,40001-0000,Dryer 02,Good,Medium,,5% Max,6921.9288,6997.0,101.1,16.1,6.3,2.2,24.6,Flavors,434.5962732919254
66,2016-01-15 15:53:45.593,NJSD313478,23521-0000,Dryer 01,Good,Medium,,6% Max,1724.9988,1669.0,96.8,11.6,5.3,0.3,17.2,Food Addit,143.8793103448276
67,2016-01-15 18:30:29.457,NJSD313090,23780-0000,Dryer 04,Good,Low,TBD,4% Max (Target 2%),10775.3008,8540.4998,79.3,102.3,7.1,4.8,114.1,Fragrance,83.48484652981428
68,2016-01-15 21:11:38.593,PASD314645,24456-0000,Dryer 09,Good,Medium,,5% Max,647.4516,571.6,88.3,53.7,9.1,0.0,62.8,Flavors,10.644320297951582
69,2016-01-15 21:42:12.407,NJSD314911,10283-0000,Dryer 03,Good,Medium,,10% Max,4280.996,2810.9999,65.7,8.1,0.4,3.4,11.9,Fragrance,347.037024691358
70,2016-01-16 02:04:23.927,PASD313844,40446-0000,Dryer 08,Good,Medium,,MIN 3% - MAX 6%,3623.9968,3197.4,88.2,11.7,1.2,0.0,12.9,Flavors,273.2820512820513
71,2016-01-16 09:47:45.097,NJSD314475,40778-0000,Dryer 01,Good,Medium,,5% Max,1647.389,1595.5,96.9,3.9,3.9,0.6,8.4,Flavors,409.1025641025641
72,2016-01-16 09:49:26.750,NJSD314912,10283-0000,Dryer 03,Good,Medium,,10% Max,4280.212,3185.7999,74.4,8.1,0.3,7.6,15.9,Fragrance,393.30862962962965
73,2016-01-16 15:53:57.743,NJSD313863,14070-0000,Dryer 02,Good,Medium,,5% Max.,747.3582,660.0,88.3,2.1,7.0,0.6,9.7,Flavors,314.2857142857143
74,2016-01-16 15:58:53.023,PASD313847,40442-0000,Dryer 08,Good,Medium,,Max 3% (Target 2%),9757.0972,9050.0,92.8,17.6,27.3,1.0,45.9,Flavors,514.2045454545454
75,2016-01-16 18:29:14.930,NJSD314761,23173-0000,Dryer 01,Good,Medium,,7% Max,358.1843,286.0,79.8,4.5,0.0,0.2,4.6,Flavors,63.55555555555556
76,2016-01-16 23:22:54.133,NJSD314318,23825-0000,Dryer 01,Good,Medium,,5% Max,1115.491,1030.8,92.4,3.1,3.6,0.1,6.8,Flavors,332.51612903225805
77,2016-01-17 01:50:05.350,NJSD313868,22268-0000,Dryer 02,Good,Medium,,5% Max.,17265.3187,16200.0,93.8,34.1,5.5,0.3,39.9,Flavors,475.0733137829912
78,2016-01-17 02:02:47.500,NJSD314914,10283-0000,Dryer 03,Good,Medium,,10% Max,4281.192,3185.7999,74.4,8.5,6.4,0.3,15.3,Fragrance,374.7999882352941
79,2016-01-17 06:41:39.320,NJSD314970,11867-0000,Dryer 01,Good,Medium,,5% Max,984.0024,900.0,91.5,2.6,3.5,0.0,6.1,Flavors,346.15384615384613
80,2016-01-17 14:26:40.147,NJSD314818,15555-0000,Dryer 01,Good,Medium,,5% Max,1085.469,904.6,83.3,2.3,3.6,0.0,5.9,Flavors,393.304347826087
81,2016-01-17 17:34:25.860,NJSD314362,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4270.412,2998.3999,70.2,7.0,0.8,0.0,7.8,Fragrance,428.34284285714284
82,2016-01-17 20:48:50.733,NJSD314995,15563-0000,Dryer 01,Good,Medium,,5% Max,162.3587,129.5,79.8,0.6,3.6,0.0,4.2,Flavors,215.83333333333334
83,2016-01-18 01:24:48.723,NJSD314955,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4282.172,3373.1999,78.8,7.8,0.3,5.0,13.0,Fragrance,432.4615256410257
84,2016-01-18 01:44:13.953,NJSD314812,11864-0000,Dryer 01,Good,Medium,,5% Max,1395.167,1243.0,89.1,2.2,5.9,0.5,8.6,Flavors,565.0
85,2016-01-18 03:52:16.587,PASD314786,10091-0000,Dryer 06,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4691.0,4407.9999,94.0,40.6,0.6,3.8,45.0,Nutraceutical,108.57142610837438
86,2016-01-18 04:11:50.200,PASD314787,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4811.0,4407.9999,91.6,43.7,0.3,3.9,47.9,Nutraceutical,100.86956292906177
87,2016-01-18 10:49:53.137,NJSD314813,23999-0000,Dryer 01,Good,Medium,,5% Max,1754.4765,1621.0,92.4,5.9,4.5,0.3,10.7,Flavors,274.7457627118644
88,2016-01-18 11:57:59.553,PASD314604,40714-0000,Dryer 09,Good,Medium,,5% Max,487.6047,396.0,81.2,28.0,12.3,0.0,40.3,Flavors,14.142857142857142
89,2016-01-18 15:28:40.960,PASD314668,10456-0000,Dryer 08,Good,Medium,,0.028,45352.2275,42443.0,93.6,84.1,37.8,35.5,157.3,Nutraceutical,504.67300832342454
90,2016-01-18 15:55:44.917,NJSD314975,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4270.412,3373.1999,79.0,7.0,0.6,1.2,8.8,Fragrance,481.8857
91,2016-01-18 18:00:26.660,NJSD313866,10444-0000,Dryer 02,Good,Medium,,5 % Max.,269.4746,299.0,111.0,0.8,6.8,0.6,8.2,Flavors,373.75
92,2016-01-18 22:26:49.453,NJSD314811,22626-0000,Dryer 01,Good,Medium,,5% Max,1525.865,1383.8,90.7,5.2,5.7,8.0,18.9,Flavors,266.1153846153846
93,2016-01-19 00:57:13.953,NJSD314981,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4270.412,3560.5999,83.4,5.7,0.2,0.0,5.9,Fragrance,624.666649122807
94,2016-01-19 03:06:57.123,NJSD314876,15078-0000,Dryer 02,Good,Medium,,5% Max.,5115.4864,4468.0,87.3,12.1,5.5,1.9,19.4,Flavors,369.25619834710744
95,2016-01-19 07:18:58.217,NJSD314992,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4270.412,3560.5999,83.4,7.3,0.8,1.6,9.7,Fragrance,487.75341095890417
96,2016-01-19 17:20:45.843,NJSD314994,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4270.412,3373.1999,79.0,6.1,9.6,0.5,16.1,Fragrance,552.9835901639344
97,2016-01-19 19:25:01.527,PASD315069,40765-0000,Dryer 08,Good,Medium,Target: 0.23g (.21g-.25g),Target 2.5% (4% MAX),1500.0076,1133.1,75.5,6.4,15.9,0.0,22.3,Food Additive,177.04687499999997
98,2016-01-19 23:13:20.803,NJSD313288,10301-0000,Dryer 02,Good,Medium,See Instructions,1.4% Max,24660.0112,24287.8994,98.5,29.5,10.3,4.9,44.7,Pharma,823.3186237288135
99,2016-01-20 01:32:43.400,PASD315039,10091-0000,Dryer 06,Poor,Medium,Tapped 0.5 - 0.7,5% Max,4480.0,4407.9999,98.4,25.2,0.0,9.2,34.4,Nutraceutical,174.92063095238095
100,2016-01-20 04:22:31.110,PASD315041,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,3780.0,4407.9999,116.6,50.7,0.1,13.0,63.8,Nutraceutical,86.94279881656804
101,2016-01-20 04:38:07.543,PASD313918,40478-0000,Dryer 09,Good,None,,5% Max,588.2735,496.6,84.4,44.1,9.0,5.1,58.1,Flavors,11.260770975056689
102,2016-01-20 09:47:47.360,NJSD315107,23678-0000,Dryer 03,Good,Medium,,2% Max,1429.2892,1283.1,89.8,3.1,8.6,2.7,14.4,Fragrance,413.9032258064516
103,2016-01-20 10:20:37.000,NJSD314515,23616-0000,Dryer 04,Good,Medium,,Less Than 4%,6109.3737,5046.3999,82.6,53.7,6.7,2.3,62.7,Fragrance,93.97392737430168
104,2016-01-20 19:28:00.997,NJSD314996,10192-0000,Dryer 01,Good,Medium,,5% Max,1705.2996,1595.0,93.5,6.5,6.4,0.0,12.9,Food Additive,245.3846153846154
105,2016-01-20 20:01:55.000,NJSD313114,10302-0000,Dryer 03,Good,Medium,,1% Max,97225.4093,97102.0,99.9,66.0,16.3,22.0,104.3,Chemical,1471.2424242424242
106,2016-01-21 08:46:41.920,NJSD312855,13639-0000,Dryer 01,Good,Medium,,5% Max,2908.728,2665.0,91.6,6.8,6.4,0.7,13.9,Flavors,391.9117647058824
107,2016-01-21 11:56:30.557,PASD315098,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,3584.0,4407.9999,123.0,54.2,0.1,23.2,77.4,Nutraceutical,81.32841143911439
108,2016-01-21 19:55:19.920,NJSD312027,10592-0000,Dryer 02,Good,Medium,,0.8% Max,6876.4653,6659.3,96.8,11.3,0.7,7.4,19.3,Chemical,589.3185840707964
109,2016-01-21 23:09:40.643,NJSD314307,10507-0000,Dryer 01,Good,Medium,,5% Max,8853.0007,8641.0,97.6,21.6,6.0,2.2,29.8,Flavors,400.04629629629625
110,2016-01-22 08:05:58.163,PASD315095,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,5697.0,4407.9999,77.4,79.4,0.1,67.4,146.9,Nutraceutical,55.51637153652392
111,2016-01-22 16:01:41.053,NJSD315178,14284-0000,Dryer 02,Good,Medium,,0.8% Max,1227.96,1208.0,98.4,2.0,12.2,0.5,14.8,Chemical,604.0
112,2016-01-22 20:34:14.507,PASD315285,40791-0000,Dryer 09,Good,Medium,,5% MAX,54.6762,38.0,69.5,6.8,0.1,0.0,6.9,Flavors,5.588235294117648
113,2016-01-23 05:19:53.307,NJSD314657,10315-0000,Dryer 04,Good,Medium,,1.8% Max.,194.8615,149.4,76.7,1.5,4.5,0.0,6.0,Chemical,99.60000000000001
114,2016-01-23 05:42:14.730,NJSD314823,10682-0000,Dryer 01,Good,Medium,,5% Max,6506.209,6099.9998,93.8,15.0,18.8,0.0,33.8,Flavors,406.66665333333333
115,2016-01-23 06:31:22.517,PASD314255,40590-0000,Dryer 09,Good,Medium,,TARGET 4.5% MAX 6%,56.4596,38.0,67.3,8.3,24.1,0.0,32.4,Flavors,4.578313253012047
116,2016-01-23 08:33:13.293,NJSD313869,10263-0000,Dryer 02,Poor,Medium,,5 % Max.,4631.7023,4190.0,90.5,11.7,21.5,0.6,33.7,Flavors,358.11965811965814
117,2016-01-23 13:39:14.660,NJSD314341,23783-0000,Dryer 04,Good,Medium,0.47 to 0.55 g/cc (Tapped),1.7% Max,635.2799,520.4,81.9,5.4,22.7,0.8,28.9,Fragrance,96.37037037037037
118,2016-01-24 12:40:37.000,NJSD313871,14014-0000,Dryer 02,Poor,Medium,,5% Max.,1170.697,1081.0,92.3,15.2,12.4,1.1,28.7,Flavors,71.11842105263158
119,2016-01-24 15:11:21.887,PASD314834,40659-0000,Dryer 09,Good,Medium,,5% MAX,795.9236,637.6,80.1,64.9,21.1,6.9,92.9,Flavors,9.824345146379045
120,2016-01-24 17:19:52.107,NJSD314308,10357-0000,Dryer 01,Good,Medium,,5% Max,6886.482,6494.6998,94.3,18.1,5.0,0.5,23.6,Flavors,358.8231933701657
121,2016-01-24 19:00:07.193,NJSD313280,10103-0000,Dryer 04,Good,Medium,0.47 to 0.55 g/cc,1.7% Max.,1602.0743,1352.7999,84.4,13.2,5.5,0.0,18.7,Fragrance,102.48484090909092
122,2016-01-25 00:06:49.000,NJSD313872,10230-0000,Dryer 02,Good,Medium,,5 % Max.,1328.5818,1231.0,92.7,3.4,2.3,0.8,6.5,Flavors,362.05882352941177
123,2016-01-25 09:56:04.233,NJSD314674,15077-0000,Dryer 03,Good,Medium,,Target 3 - 4% Max,1971.3072,1821.0,92.4,2.5,6.4,0.0,8.9,Fragrance,728.4
124,2016-01-25 14:04:31.647,NJSD314337,10409-0000,Dryer 04,Good,Medium,0.47 to 0.55 g/cc,1.7% Max.,1248.156,1068.0,85.6,11.9,5.1,1.3,18.3,Chemical,89.74789915966386
125,2016-01-25 17:45:18.063,NJSD314311,10093-0000,Dryer 01,Good,Medium,,5% Max,6710.5575,6281.3998,93.6,19.2,6.7,0.1,25.9,Flavors,327.15623958333333
126,2016-01-25 18:50:57.497,NJSD314753,24541-0000,Dryer 03,Good,Medium,0.01 - 0.71,4% Max,7372.7302,6900.0,93.6,12.7,4.6,1.5,18.9,Fragrance,543.3070866141733
127,2016-01-26 01:45:29.640,PASD315246,10091-0000,Dryer 07,Poor,Medium,Tapped 0.5 - 0.7,5% Max,6677.0,4407.9999,66.0,50.1,0.0,8.4,58.5,Nutraceutical,87.98402994011975
128,2016-01-26 08:28:17.940,NJSD314354,23939-0000,Dryer 04,Good,Medium, 0.47 to 0.55 g/cc (Tapped),1.7% Max,1086.3864,913.8,84.1,9.0,7.0,3.8,19.8,Fragrance,101.53333333333333
129,2016-01-26 16:04:21.610,NJSD313710,23699-0000,Dryer 03,Good,Low,0.01-0.71 g/mL,4% Max,10874.7567,10500.0,96.6,13.6,10.2,0.0,23.8,Fragrance,772.0588235294118
130,2016-01-26 20:36:58.967,NJSD314206,13261-0000,Dryer 01,Good,Medium,0.52 - 0.70 g/mL TAPPED,5% Max,2173.7272,2104.5999,96.8,7.3,4.4,0.4,12.2,Food Additive,288.3013561643836
131,2016-01-26 23:01:54.440,PASD315182,10304-0000,Dryer 06,Good,High,,4% Max,8718.8164,7056.8998,80.9,29.2,5.2,5.1,39.5,Chemical,241.67465068493152
132,2016-01-27 01:17:08.493,NJSD314301,24330-0000,Dryer 02,Good,Medium,,6% Max,18453.9,19174.7995,103.9,38.8,6.7,9.4,54.9,Food Additive,494.19586340206195
133,2016-01-27 04:28:30.380,NJSD314900,23379-0000,Dryer 04,Good,Medium,,See Instructions,4275.1112,4078.0999,95.4,22.1,5.9,2.3,30.3,Fragrance,184.529407239819
134,2016-01-27 10:06:02.143,NJSD314917,10403-0000,Dryer 01,Good,Medium,,5% Max,326.8813,330.6,101.1,0.9,4.5,0.2,5.6,Flavors,367.33333333333337
135,2016-01-27 12:37:51.000,PASD313652,40467-0000,Dryer 08,Good,Medium,,1% - 3% Max (Target 2%),14780.0212,13223.9996,89.5,71.1,6.7,20.5,98.3,Flavors,185.99155555555555
136,2016-01-27 15:58:19.127,NJSD313116,10554-0000,Dryer 03,Good,Medium,,10% Max.,4270.412,3373.1999,79.0,7.2,0.4,1.1,8.6,Fragrance,468.4999861111111
137,2016-01-27 17:04:23.913,NJSD313754,24019-0000,Dryer 01,Good,Medium,,5% Max,12484.1525,11950.0,95.7,30.0,7.8,7.6,45.4,Flavors,398.3333333333333
138,2016-01-28 00:53:40.490,NJSD315400,10554-0000,Dryer 03,Good,Medium,,10% Max.,4280.412,3373.1999,78.8,6.7,0.1,5.6,12.4,Fragrance,503.462671641791
